filename,amount,date,store_branch,condition,extracted_text,extracted_amount,extracted_date,amount_correct,amount_extracted,date_correct,date_extracted
receipt_01.jpg,50.0,2026-05-10,7-Eleven Neribros Inc. Store#2006,fresh,"7-ELEWEM.

Nenibros Inc,

Owned & Operated by: Naribros

VATREGTIN 44792423-908-000

Unit 4&5, Real Marc Building,

Pinikitan, Cagayan De Oro City,

Misamis Oriental, Philippines

Tal #: (02)0000000

05/10/2026(Sun) 17:06:05

INVOICE #1456745

RESET_CNT#O

STORE#2006

SN#:9200064.

NIN #: 21061716381258246

STAFF: April Rose J, Zaballero

NatureSPur iDHSOOn!

15.00V

JnJd Nr Chips 989

35 ,00V

ie Sa end in men tes ere at Mk ee ed ter San ath ah Nk Vm ke a tt ne SY Ort SE

Total (2)

50.00

50.00

CHANGE

0.00

Vatable

AA .64

5.36

VAT_Amt

0.00

Jero_Rated Sales

0,00

VAT Exempt Sales

Loyalty No a

Names

Address

TIN

Philippine Seven Corporation

7th Floor The Columbia Tower

Ortigas Avenue, Mandaluyong

rth: 000-390-189-000

B

i nopoego189-000346-19602

Date Issued: 08/01/2020

rpog2021-098-029924-00000

SAAN MAN PATUNGO KASAMA MQ ANG

TYONG PA

BORTTONG KAPTTBAHAY

BUY P200 WORTH 0

F ITEMS GET A

CHANCE TO WIN KAPITBIYAHE

TRAVEL REWAR

DS Per DTI FAIR

TRADE Permt

t Number :251660

2, ecsoak anT10n

~ THIS I8 AN INVOICE -",50.0,2026-05-10,True,True,True,True
receipt_02.jpg,203.0,2026-05-10,7-Eleven Neribros Inc. Store#2006,fresh,"§

""7

fe

\ ECE

Ner

ros Inc.

Quned a"" Operated by: Ner bras

nit

VATREGTIN ya73'423-908-000

& 5, Real Mare Bul lding,

Pinikitan, Cagayan De'Oro- City, +

Misamis Oriental, Phil

Tal #: (02)00000

00

(ppines 7

05/10/2026(Sun) 16:34:91

AR #1099896

/ RESET CNTHO

STORE#2006

|

MIN #: 2106171638)258246

STAFF sApril Rose U, Zabal lero

hk Acknowledgement Receipt **

Reference No: 2653-0035-0097

Account No: 09363247108

Paid To: Kiosk BCASH

7-CONNECT

200.97

Convenience Fe

2.03

©)

ee i ee eat re te ae se ne oe oe

/

eee | ene

I

Effective May 17, 2021,

7-Eleven charges a 1%

convenience fee on all GCash

Cash In transactions,

This transaction is non-

refundable. For inquirjes,

kindly call 2882 for mobile or

(02) 7392882 for landline.

Pot ne oe a A ty te Da ty eet eu Fa et a St Pe Pet wy OT Oh Oe

Total (1)

203.00

CASH

CHANGE

Loyalty No:

Name:

Address:

TIN:

é

3

Philippine Seven Corporat {o

7th Floor The Columbia Tower

Ortigas Avenue, Mandaluyong

TIN; 000-990-189-000

BIR Accr #

116-000390189-000346- 19602

Date Issued: 08/01/2020

Tpoggoat-098-0293624-00000

SAAN MAN PATUNGO KASAMA HO ANG

TYONG PABORITONG KAPITBAHAY

BUY P200 WORTH OF ITEMS GET A

CHANCE TO WIN KAPITBIYAHE

TRAVEL REWARDS Per DTI FAIR

TRADE Permit Number:251660

+006. facebook. cen/71toht pine

$,

= Ce RR apg FERC TEER OTT

THIS DOCUMENT IS NOT VALID FOR

~

pear

CLAIM OF INPUT TAX",203.0,2026-05-10,True,True,True,True
receipt_03.jpg,44.0,2026-05-10,7-Eleven Neribros Inc. Store#2006,fresh,"f-ELEWEM.

we Reprint From eee

eee Electronic Journa] xk

Sun Nay 10 17304324 C8T 2026

Logo goes here

Neribros Inc,

Quned & Operated by: Neribros

VATREGTIN 44790423~988-000

Unit 4&5, Real Mare Building,

Pinikitan, Cagayan De Oro City,

Misamis Oriental, Philippines

Tal #: (02)0000000

05/10/2026(Sun), 17:04:24

INVOICE #2469543

#0

C

STORE#200

)

5

MIN #: 21061716381258247

STAFF Jessa Pet]

SelectaBP ipcaCeO

4,00V

ce ee ee ey me ee mm meme mm

44.00

Total

(2)

50.00

CASH

6.00

CHANGE

39.29

Vatable

4.71

VA

m

0,00

Ze

lwated Sales

0.00

VAT Exempt Sales

Loyalty No:_____-—

QM

Address: ——-—-__—--—-__-___—----

TIN

Philippine Seven Corporation

7th Floor The Columbia Tower

Ortigas Avenue, Mandaluyong

rTNy 000-390-189 188

+16-000390189-000346- 19602

Date Issued: 08/01/2020

Pr o0gg00-098-0299825~-00000

SAAN MAN PATUNGO K

ASAMA HQ. ANG

KAPTTBAHAY

TYONG PABORTTONG

BUY P200

WORTH OF ITEMS GET

CHANCE TO WI

N KAPTTBIYAHE

TR

TRAVEL REWARDS

Per DTI

TRADE Permit Numb

er 3251660

woe. facebork. con/71 19h4 Tp 1Ne

ee",50.0,2026-05-10,False,True,True,True
receipt_04.jpg,24.0,2026-05-11,7-Eleven Rhainella Store#2423,fresh,"7-ELEVEN.

RHAINELLA CONVENIENCE STORE

Quned & Operated by: EMILYN

ROXAN Y, GO

VATREGTIN #937-730-464-003

Captaln Vicente Roa St.,,

Cagayan De Oro City, Misamls

Orlental, Philippines

Tel #: (02) 0000000

09/11/2026 (Mon) 16:42:41

INVOICE #200314336 RESET.CNT#HOOG

STORE#2423

SN: XTN41688

MIN #: 2402171853091042)

STAFF RYAN DATU

24.00V

7SelectDistDkS25m1

Total Amount Due (1)

24.00

CASH

100.00

CHANGE

76,00

es Pe NS ee A RL RE PSR SY OO HD ed

Vatable

21.43

VAT_Amt

2.07

0.00

VAT Exempt Sales

Zero_Rated Sales

0.00

Loyalty No;

Name

Fare ene ra nag er Pt ee SF Re te 8 NE et a

Address:

TIN

Philippine Seven Corporation

7th Floor The Columbja Tower

Ortigas Avenue, Mandaluyong

Gity

TIN; O000~390-189-000

BIR Accr #

1160003901 892019081144

C

Nate Issued: 08/01/2020

PTU #:

FPO22024~098-043 1818-00003

SAAN MAN PATUNGO KASAMA MO ANG

TYONG PABORTTONG KAPTTBAHAY

BUY P200 WORTH OF ITEMS GET A

CHANCE TO WIN KAPITBIYAHE

TRAVEL REWARDS Per DTT FAIR

TRADE Permit Number:25176G0

Series of

elie Nateebak Eom Veni TteBive

~ THIS IS AN INVOICE -

Oe",24.0,2026-09-11,True,True,False,True
receipt_05.jpg,1300.0,2026-05-10,7-Connect Kiosk,fresh,"7-GONNECT

Please bring this slip to the

cashier for payment.

3

Php 1,300, 00

NAT

2653~-0027-6361

Payment slip valid until

May 10, 2026, Sun 3:15 PH

GCASH CASH IN

Mobile Number + 09

Amount : Php 1287,

neds9364

For inquiries

Convenience Fee : Php 13,00

?

MODI1é@ or

Kindly cal] 2882 for

(02) -7392882 for land! ine,

aamere gee ee

No néed to

get this slip next time!

iS pay pil|

8 or buy |Jaad, down] oad

0

r

app at c

‘hop online at

li4q,net/app,

cl iqqshop, com",,,False,False,False,False
receipt_06.jpg,2000.0,2026-05-11,7-Eleven Rhainella Store#2423,fresh,"<<

[i

Te estimate nein ait

&

~

i)

»

CELEVEDO.

RHAINELLA CONVENIENCE STORE

Owned & Qperated by: EMILYN

ROXAN Y. Gi

VAIREGTIN #937-730-464-003

Captain Yicento Roa St...

Cagayan De Oro City, Misamis

Ortental, Philippines

Tol tts

(02) 0odnuNO

OS/11/2026 (Mon) 16:59:31?

AR 1100035296

RESET? CNT WO00

STORE H2423

Sit XTN41687

MIN #: 240217185309)0420

STAFF :RYAN DATU

e

O

** Ackniowledgenent Recelnt #x

Reference No: 2653-1041-0433

Account No: NF&G3507

Paid To: Klosk.BI1)sPayment

7-CONNECT

2000,00

Saath aa helenae dentoetentaliaeteatentietatectatedaedetteketetertateatededid

Ae ee eee ae re ee ee on ot

NF563807

09392550576

09392550576

Aimount: 2000

fenvenience Fee: 0.00

Total Amount: 2000

Emall address:

aa

ecpaysupport.philseven,con

V,

Hotlines: Landline:

(02) 7616-5851 / (02) 7622-01260

For SMART subscribers;

0919-08-ECPAY (091 9-08-32729) /09

18~2785555/0919-0732729 For

GLOBE subscribers:

031 7-72-ECPAY (09] 7-72-32729) /09

17~5182982/0987-2847000/0958-079

7166

eA ee te a te fo me ee A a a Pe ed el i re et

m™s

2000.00

fol Amount Nue (1)

2000,00

CHANGE

0,00

Loyalty No:

Name

Address:

A at ce a ee ee er eo ene me

TIN

Philippine Seven Corporatian

7th Floor The Columbia Tower

Ortigas Avenue, Mandaluyong

City

TIN: 000-390-189-000

BIR Acer #

1160003901 892019081144

=

ed

Date alia 08/01/2020

FPO22024-098-0431817-00003

SAAN MAN PATUNGO KASAMA MQ ANG

TYONG PABORITONG KAPITBAHAY

BUY P200 WORTH OF ITEMS GET A

CHANCE TQ WIN KAPITBIYAHE

TRAVEL REWARDS Per DTI FAI2

TRADE Perini t Number: 251669

serles of

2026. facebook .com/711phi | (palne

5.

THIS DOCUMENT IS NOT VALID zOR

CLAIM OF INPUT TAX

we",,2020-08-01,False,False,False,True
receipt_07.jpg,11.0,2026-05-11,7-Eleven Rhainella Store#2423,fresh,"¢-ELEWEND.

RHAINLLEA CONVENIENCE STURZ

Owned & Oporated by: EMILY

RUXAN Y. GO

VATRLOTIN #937 -730- 464-003

Captarn Ureenta Roa St...

Cagayan Ne Oro City, Misanis

Ortental, Philippines

Tol 4d:

(N2) OONUOOO

05/11/2026 (Man) 17:05:0

INVOICE #100250627 RESETCNTHOOO

STOREH2423

SNH: XTNA1687

MIN #: 24021718530910420

OTAFF RYAN DATU

Clouc9Class ihar28g

11.00V

Tatal Amount Due (1)

11.00

CASH

15.00

CHANGE

4,00

Vatable

9,82

VAT_Amt

1.18

VAT Exempt Salas

0.00

Zera_Rated Sales

0.00

Loyalty No:

me mee ee ery te et se pr a i He th

Nanie

Address ;

Oe em ee re ee eg ae ae ry me nee re een ae ee ere nee

iIN

cam ee me ee rar a ey ae op Hn Le Re EO Hed HO De SO Sank Se em et

Phitlippine Seven Corporation

7th Floor The Columbla Tower

Ortigas Avenue, Maridaluyong

City

TIN: 000~390-189-000

BIR Accr #

1160003901892019081 144

Date Issued: 08/0)/2020

PTU #:

FP022024-098-0431817-00003

SAAN MAN PATUNGO KASAMA MO ANG

TYONG PABORITONG KAPITBAHAY

BUY F200 WORTH OF ITEMS GET A

CHANCE TO WIN KAPTTBIYAHE

TRAVEL REWARDS Per DTI FAIR

TRADE Permit Number:25160

series of

(008 Facebook .con/?11phl 1 1palne

~ THIS IS AN INVOICE -",11.0,2026-05-11,True,True,True,True
receipt_08.jpg,73.0,2026-05-11,7-Eleven Rhainella Store#2423,fresh,"4

-ELEWEND..

RHAINELLA CONVENTLNCE STOR2

Owned & Operated by: EMILYY

ROXAN Y. GO

VAIREGTIN #937 730-464-003

Captain Urcente Roa St.,,

Cagayan De Ora City, Misants

Oriental. Philippines

Tel tl: (02)00NGn00

08/11/2026 (Mon) 17:03:58

INVOICE 4100250625 RESET CNT HOOD

STORE#2423

SNi#:XTN41687

MIN #: 24021718530910420

STAFF :RYAN DATU

em ee ce ee ce ee ae oe ee ee

C26reenTApplelL

63.00U

IceCupSel? ing

10.00U

Total Amount Due (2)

73.00

CASH

73.00

CHANGE

0.00

ee en ae ee

Vatable

65.18

VAT_Amt

7.82

VAT Exempt Sales

0.00

Zero_Rated Sales

0.00

Layalty No;

Name

Add

. ee et a te ee pt SM ete met Mat ne ae grt Anu rere

ress

te me me ae at i nc a ct ee en et nc ng iy ey et et

TIN

Philippine Seven Corporation

7th Floor The Columbia Tower

City

Ortigas Avenue, Mandaluyong

TIN: 090-390-189-000

BIR Accr #

1160003901892019081144

Date Issued: 08/01/2020

P

:

FPQ22024-098-0431817-00003

SAAN MAN PATUNGO KASAMA MO ANG

TYONG PABORITONG KAPITBAHAY

BUY P200 WORTH OF ITEMS GET A

CHANCE TO WIN KAPITBIYAHE

TRAVEL REWARDS Per DTI FAIR

TRADE Perini t Number: 251680

serles of

£08. Facebouk. con/7 1h) ippin

~ THIS IS AN INVOICE -",73.0,2026-08-11,True,True,False,True
receipt_09.jpg,10.0,2026-05-11,7-Eleven Rhainella Store#2423,moderately_faded,"|

——__

19

doy Q Ty ion 0 ity

all

-ELEWEN.

RUALNELLA CONVENIENCE S102:

Owned & Oparated by: EMILY,

ROKAN Y. GO

VATRUGIIN 1937-730)-464-053

Captain Wicante Raa St...

Cagayan Ov Uro City, Micauls

Orfental, Phil lppines

Tal ts (02) 0000000

|

S/\ 1/2020 (Mon) 16:42:11

INVOICE #100250611 RESET..CNTIGOO

SNH: XTN41687

STOREW2423

WIN %: 24021718530910420

STAFF: RYAN DATU

one ee - ee a ee a ce oe a ne OS

10.00

NaturesSDWter35O0ml

10.00

Total Atsount Due (1)

10,00

CASH

CHANGE

9.00

ee ce a ee nee en ner oan i IS ee oe wrt

Vatable

VAT_Amt

1.07

UAT Exempt Sales

9.00

eo

0.00

fp

Zero_Rated Sales

~

Ye,

ae

Loyalty NOt_u_---- 2-9 ene

oe

Name

Address: _.--------~--------- 0""

[IN

eee <n ae em tow ae ee et oe

pr nat ee a ee rom ane te oe 8

Philippine Seven Corporation

7th Floor The Columbia Tower

Ortigas Avenue, Maridaluyong

“Ne co0-390-189-000

?

v*poog9yt69201 9081 144

Date Issued: 08/0} /2020

me

ve np2ar4-098-0431817-00003

a

ae

4

PATUNGO KASAMA MQ ANG

SAAN MAN

TYONG PA

BORITONG KAPLTBAHAY

=

Buy P200 WORTH

OF ITEMS GET A

=

SS

CHANCE TO WI

N KAPITBLYAHE

(ee

Per DTI FAIR

“ty

r

7

TRAVEL REHARDS

TRADE Permit

Number :25168.

A~ —

=

Series

|

=} phi ipplne

2026. facebook .com/

a

hi

a

- THIS IS AN INVOICE -

,

an

< Mies

ee

—

“",10.0,,True,True,False,False
receipt_10.jpg,81.0,2026-05-11,7-Eleven Rhainella Store#2423,moderately_faded,"Y-ELEWEM..

RHAINELLA CONVENIENCE STORE

Quned & Operated by: EMILYN

ROXAN Y. GO

plas

VYATREGTIN #937-730-484-003

Captain Vicente Roa St.,,

—

Cagayan De Oro City, Misamis

ee re eee

Oriental, Philippines

Tal #: (02) 0000000

05/11/2026 (Non) 16:44:40

INVOTCE #100250G13 RESET_CNTHOOO

STOREH2423

SNH XTN41687

MIN #: 24021718530910420

STAFF.RYAN DATU

a ee ee sre et co tae nt ce mere ee te

7Select PHSDNS25m1

25.00

7FRSHSIOPPREMASADO

55.00

Total Amount Due (23

81.00

CASH

100.00

CHANGE

19,00

ne i ne ne a ae Se mT ND FP We ot ag a er ef

Vatable

72.32

8.68

Ps

VAT Amt

0.00

x

VAT Exempt Sales

Zero_Rated Sales

0.00

Loyalty No:

Namie:

9 mee te ne a tr at Pt MN BONN nen Fe ma

Address:

Ot te ae i ee en te Ph pe et A

vy

om,

TIN

Philippine Seven Corporation

7th Floor The Columbia Tower

Ortigas Avenue, Mandaluyang

|

FJ

RAAT

NEE

2

}

TIN: O00-390-189-000

BIR Accr #

1160003901892019081 144

L

Date Issued: 08/01/2020

PTU #:

FP022024-098- 043181 7-00003

SAAN MAN PATUNGO KASAMA MO ANG

TYONG PABORTTONG KAPITBAHAY

BUY P200 WORTH OF ITEMS GET A

CHANCE TO WIN KAPITBIYAHE

TRAVEL REWARDS Per DTI FAIR

TRADE Permit Number: 251680

Series of

atiebefatetiadls.e0i/ ""1JeniTIPBIAS

- THIS IS AN INVOICE ~-

ee

ay

Ee

2 ee",81.0,2026-05-11,True,True,True,True
